source_key,source_full_name,md_path,history_relative,event_count,subsequent_change_count,is_write_once,first_observed_at,last_observed_at,collected_at,observed_age_days,change_span_days,days_since_last_change,median_intercommit_days,first_followup_days,active_day_count,active_month_count,total_additions,total_deletions,total_churn,subsequent_additions,subsequent_deletions,subsequent_churn,frontmatter_only_changes,body_only_changes,both_changes,non_content_changes,unknown_location_changes,human_event_count,agent_event_count,unknown_actor_event_count,subsequent_human_event_count,subsequent_agent_event_count
adoptium/adoptium-support:.github/workflows/triage-issues.md,adoptium/adoptium-support,.github/workflows/triage-issues.md,adoptium__adoptium-support__7bac957bb7d2/history.json,9,8,0,2026-04-23T10:49:08+00:00,2026-07-01T18:52:21+00:00,2026-08-04T11:24:35+00:00,103.02461805555555,69.33556712962962,33.689050925925926,0.7076793981481482,0.03204861111111111,5,3,249,11,260,83,11,94,7,0,1,0,0,9,0,0,8,0
adoptium/adoptium.net:.github/workflows/modernize-apply.md,adoptium/adoptium.net,.github/workflows/modernize-apply.md,adoptium__adoptium.net__20c829793d07/history.json,1,0,1,2026-06-20T09:02:51+00:00,2026-06-20T09:02:51+00:00,2026-08-04T11:24:33+00:00,45.09840277777778,0.0,45.09840277777778,,,1,1,348,0,348,0,0,0,0,0,0,0,0,1,0,0,0,0
adoptium/adoptium.net:.github/workflows/modernize-audit.md,adoptium/adoptium.net,.github/workflows/modernize-audit.md,adoptium__adoptium.net__bdd86fc6a0b4/history.json,1,0,1,2026-06-20T09:02:51+00:00,2026-06-20T09:02:51+00:00,2026-08-04T11:24:33+00:00,45.09840277777778,0.0,45.09840277777778,,,1,1,330,0,330,0,0,0,0,0,0,0,0,1,0,0,0,0
adoptium/adoptium.net:.github/workflows/update-locales.md,adoptium/adoptium.net,.github/workflows/update-locales.md,adoptium__adoptium.net__1a14a9622360/history.json,5,4,0,2026-04-26T15:26:54+00:00,2026-07-22T10:35:57+00:00,2026-08-04T11:24:34+00:00,99.83171296296297,86.79795138888889,13.033761574074074,16.175572916666667,1.0586226851851852,5,4,170,15,185,9,15,24,2,1,1,0,0,3,0,0,2,0
adoptium/adoptium.net:.github/workflows/update-translations.md,adoptium/adoptium.net,.github/workflows/update-translations.md,adoptium__adoptium.net__e7bb13475f3c/history.json,9,8,0,2026-04-13T19:55:20+00:00,2026-07-22T10:35:57+00:00,2026-08-04T11:24:36+00:00,112.64532407407407,99.61153935185185,13.033784722222222,5.569085648148148,0.6306712962962963,9,4,211,57,268,87,57,144,5,1,2,0,0,6,0,0,5,0
adoptium/adoptium:.github/workflows/issue-burn-down.md,adoptium/adoptium,.github/workflows/issue-burn-down.md,adoptium__adoptium__348d0e7f1d5b/history.json,1,0,1,2026-07-08T23:32:16+00:00,2026-07-08T23:32:16+00:00,2026-08-04T11:24:32+00:00,26.494629629629628,0.0,26.494629629629628,,,1,1,135,0,135,0,0,0,0,0,0,0,0,1,0,0,0,0
adoptium/adoptium:.github/workflows/periodic-faq.md,adoptium/adoptium,.github/workflows/periodic-faq.md,adoptium__adoptium__912216fcf670/history.json,2,1,0,2026-07-20T08:16:07+00:00,2026-07-20T12:26:51+00:00,2026-08-04T11:24:33+00:00,15.130856481481482,0.17412037037037037,14.95673611111111,0.17412037037037037,0.17412037037037037,1,1,274,0,274,1,0,1,1,0,0,0,0,2,0,0,1,0
adoptium/adoptium:.github/workflows/process-monitor.md,adoptium/adoptium,.github/workflows/process-monitor.md,adoptium__adoptium__fd781a76705e/history.json,1,0,1,2026-07-23T11:37:44+00:00,2026-07-23T11:37:44+00:00,2026-08-04T11:24:32+00:00,11.990833333333333,0.0,11.990833333333333,,,1,1,74,0,74,0,0,0,0,0,0,0,0,1,0,0,0,0
adoptium/adoptium:.github/workflows/quarterly-report-deterministic.md,adoptium/adoptium,.github/workflows/quarterly-report-deterministic.md,adoptium__adoptium__9f300db9df6b/history.json,4,3,0,2026-06-30T13:04:48+00:00,2026-07-12T19:50:34+00:00,2026-08-04T11:24:33+00:00,34.93038194444444,12.281782407407407,22.648599537037036,1.7761111111111112,1.7761111111111112,3,2,173,22,195,87,22,109,1,1,1,0,0,4,0,0,3,0
adoptium/adoptium:.github/workflows/release-blog-draft.md,adoptium/adoptium,.github/workflows/release-blog-draft.md,adoptium__adoptium__996d314d93e7/history.json,3,2,0,2026-07-23T12:55:38+00:00,2026-07-23T17:32:28+00:00,2026-08-04T11:24:33+00:00,11.936747685185185,0.19224537037037037,11.744502314814815,0.09612268518518519,0.16555555555555557,1,1,273,11,284,34,11,45,1,0,1,0,0,3,0,0,2,0
adoptium/adoptium:.github/workflows/repo-status.md,adoptium/adoptium,.github/workflows/repo-status.md,adoptium__adoptium__ef739d61a269/history.json,2,1,0,2026-06-16T22:33:44+00:00,2026-06-17T15:26:52+00:00,2026-08-04T11:24:33+00:00,48.53528935185185,0.7035648148148148,47.83172453703704,0.7035648148148148,0.7035648148148148,2,1,39,0,39,1,0,1,1,0,0,0,0,2,0,0,1,0
adoptium/adoptium:.github/workflows/translation-2.md,adoptium/adoptium,.github/workflows/translation-2.md,adoptium__adoptium__1e7a6fe16fa6/history.json,1,0,1,2026-07-23T07:49:44+00:00,2026-07-23T07:49:44+00:00,2026-08-04T11:24:33+00:00,12.14917824074074,0.0,12.14917824074074,,,1,1,413,0,413,0,0,0,0,0,0,0,0,1,0,0,0,0
